season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
2020,"Alsop, Marin",MEM,"Manhattan, NY",CPG,S,2021-08-21,1,"Bocelli, Andrea 2",14646
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ALI,SUB,2021-09-19,1,"Roberts, Ryan 4",14647
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ROT,SUB,2021-09-24,1,"Bronfman, Yefim",14648
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ROT,SUB,2021-09-25,1,"Bronfman, Yefim",14649
2021,None,MUS,"Bronx, NY",VCP,C,2021-09-29,1,"Simon, Fiona 6",14650
2022,"van Zweden, Jaap",NYP,"Stillwater, OK",MCK,RES,2022-09-23,1,"Snouffer, Lauren 6",14651
2022,"van Zweden, Jaap",NYP,"Stillwater, OK",MCK,RES,2022-09-24,1,"Shaham, Gil",14652
2022,"van Zweden, Jaap",NYP,"Stillwater, OK",MCK,RES,2022-09-25,1,"Tao, Conrad",14653
2022,"van Zweden, Jaap",NYP,"Bethlehem, PA",BAK,RO,2022-10-01,1,"Kim, Bomsori",14654
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,I,2022-10-06,1,"Tritle, Kent",14655
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,Community,2022-10-08,2,"Charles, Etienne 2",14656
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,SUB,2022-10-12,4,"Houfek, Nicholas 2",14657
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,SUB,2022-10-20,3,Roomful of Teeth,14658
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,NS,2022-10-28,1,"Harvey, Joelle [Joélle] 5",14659
2022,"van Zweden, Jaap 2",NYP,"Manhattan, NY",DGH,NS,2022-10-26,1,"Bareilles, Sara 13",14660
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,SUB,2022-11-02,4,"Bronfman, Yefim",14661
2022,"Lees, Christopher James",NYP,"Manhattan, NY",DGH,Y,2022-11-12,1,"Hines, Justin Jay",14664
2022,"Deneve [Denève], Stephane [Stéphane]",NYP,"Manhattan, NY",DGH,SUB,2022-11-23,1,"Olafsson [Ólafsson], Víkingur",14665
2022,"Payare, Rafael",NYP,"Manhattan, NY",DGH,SUB,2022-12-01,1,"Ax, Emanuel",14666
2020,"Candillari, Daniela",MUS,"Brooklyn, NY",BBP,C,2021-03-14,1,None,14667
2022,"Makela (Mäkelä), Klaus",NYP,"Manhattan, NY",DGH,SUB,2022-12-08,3,None,14668
2022,"Suzuki, Masaaki",NYP,"Manhattan, NY",DGH,SUB,2022-12-13,5,"Panthaki, Sherezade 11",14669
2022,"Smith, Philip",MUS,"Manhattan, NY",DGH,Holiday Brass,2022-12-16,2,"Smith, Philip 26",14670
2022,"Freer, Justin",NYP,"Manhattan, NY",DGH,NS,2022-12-20,4,None,14671
2020,None,MEM,Online Only,YT,Virtual Performance,2021-02-16,1,"Shanghai Orchestra Academy, The",14672
2022,"Rouvali, Santtu-Matias",NYP,"Manhattan, NY",DGH,SUB,2023-01-05,1,"Wang, Yuja",14673
2022,"Rouvali, Santtu-Matias",NYP,"Manhattan, NY",DGH,SUB,2023-01-12,3,"Radulovic, Nemanja",14674
2022,"Stasevska, Dalia",NYP,"Manhattan, NY",DGH,SUB,2023-01-20,2,"Batiashvili, Lisa",14675
2022,"Yankovskaya, Lidia",NYP,"Manhattan, NY",DGH,Y,2023-01-28,1,"Yankovskaya, Lidia 5",14676
2022,"Yankovskaya, Lidia",NYP,"Manhattan, NY",DGH,Young People's Concerts for Schools,2023-01-25,6,"Yankovskaya, Lidia 5",14677
2022,"Yu, Long",NYP,"Manhattan, NY",DGH,NS,2023-01-31,1,"Lu, Yiwen 3",14678
2022,"Blomstedt, Herbert",NYP,"Manhattan, NY",DGH,SUB,2023-02-02,3,None,14679
2022,"Salonen, Esa-Pekka",NYP,"Manhattan, NY",DGH,SUB,2023-02-08,4,"McGill, Anthony",14680
2022,"Reinhardt, Ruth",NYP,"Manhattan, NY",DGH,SUB,2023-02-18,1,"Gerstein, Kirill 2",14681
2021,None,MUS,"Manhattan, NY",GRN,REC,2021-09-16,1,"Dugan, Kara 5",14682
2022,"Stutzmann, Nathalie",NYP,"Manhattan, NY",DGH,SUB,2023-02-22,3,"Weilerstein, Alisa",14683
2022,"Dunner, Leslie B.",NYP,"Manhattan, NY",DGH,SUB,2023-03-02,2,"Thompson, Tazewell 9",14684
2022,"Thomas, Michael Tilson",NYP,"Manhattan, NY",DGH,SUB,2023-03-09,4,"Cooke, Sasha 2",14685
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,SUB,2023-03-17,3,"Thibaudet, Jean-Yves 2",14686
2022,"Hou, Jerry",NYP,"Manhattan, NY",DGH,Y,2023-03-11,1,"Charles, Etienne 2",14687
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,SUB,2023-03-23,3,"Phan, Nicholas 8",14688
2022,"Malkki [Mälkki], Susanna",NYP,"Manhattan, NY",DGH,SUB,2023-03-29,3,"Chase, Claire 2",14689
2022,"Schiff, András",NYP,"Manhattan, NY",DGH,SUB,2023-04-14,4,"Schiff, András",14690
2022,"Lintu, Hannu",NYP,"Manhattan, NY",DGH,SUB,2022-11-16,3,"Babayan, Sergei 5",14697
2021,None,MEM,"Manhattan, NY",KAP,NS,2022-02-04,1,"Banbury, Joshua 9",14699
2021,"Young, Simone",NYP,"Manhattan, NY",ALI,SUB,2021-11-12,1,"Kanneh-Mason, Sheku",14703
2021,"Young, Simone",NYP,"Manhattan, NY",ALI,SUB,2021-11-13,1,"Kanneh-Mason, Sheku",14704
2022,"Kitsopoulos, Constantine",NYP,"Manhattan, NY",DGH,SUB,2022-11-09,4,None,14705
2021,"van Zweden, Jaap",NYP,"Vail, CO",GRF,T,2022-07-20,1,"Cho, Seong-Jin",14706
2021,"van Zweden, Jaap",NYP,"Vail, CO",GRF,T,2022-07-22,1,"Kim, Bomsori",14707
2021,"van Zweden, Jaap",NYP,"Vail, CO",GRF,T,2022-07-23,1,"Tao, Conrad",14708
2021,"van Zweden, Jaap",NYP,"Vail, CO",GRF,T,2022-07-24,1,None,14709
2021,"Slatkin, Leonard 2",NYP,"Vail, CO",GRF,T,2022-07-26,1,"Fung, Zlatomir",14710
2021,"Slatkin, Leonard",NYP,"Vail, CO",GRF,T,2022-07-27,1,"Leonard, Isabel 2",14711
2021,"Hrusa [Hruša], Jakub",NYP,"Manhattan, NY",ALI,SUB,2022-02-11,1,"Wang, Yuja",14712
2021,"Hrusa [Hruša], Jakub",NYP,"Manhattan, NY",ALI,SUB,2022-02-12,1,"Wang, Yuja",14713
2021,None,NYE,"Manhattan, NY",MRK,C,2022-02-20,1,"Okamoto, Satoshi 12",14714
2021,"Mulligan, Stephen",MUS,"Manhattan, NY",APP,Sound ON,2022-03-14,1,"Sirota, Nadia 22",14715
2021,None,MUS,"Manhattan, NY",92Y,C,2022-03-06,1,"Staples, Sheryl 4",14716
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ALI,SUB,2022-03-25,1,"Cho, Seong-Jin",14717
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ALI,SUB,2022-03-26,1,"Cho, Seong-Jin",14718
2021,"Candillari, Daniela",MUS,"Manhattan, NY",SHE,S,2022-04-15,4,"Kim, Michelle 15",14719
2021,"Rakitina, Anna",NYP,"Manhattan, NY",ROT,SUB,2022-04-01,1,"Zhang, Haochen",14722
2021,"Rakitina, Anna",NYP,"Manhattan, NY",ROT,SUB,2022-04-02,1,"Zhang, Haochen",14723
2021,None,MUS,"Manhattan, NY",MRK,VY,2022-04-02,2,James Lovell and The Afri-Garifuna Music Ambassadors (JLAMA),14725
2021,None,NYE,"Manhattan, NY",MRK,C,2022-03-27,1,"Kaufman, Mindy 14",14726
2021,None,MUS,"Manhattan, NY",92Y,C,2022-06-07,1,"Huang, Frank 5",14727
2021,"van Zweden, Jaap",NYP,"Manhattan, NY",ROT,SUB,2022-06-03,2,"Rana, Beatrice",14728
2021,"Outwater, Edwin",MUS,"Manhattan, NY",KAP,Nightcap,2022-06-08,1,"Snider, Sarah Kirkland 15",14729
2021,None,MUS,"Manhattan, NY",KAP,Nightcap,2022-04-25,1,"Muhly, Nico 4",14730
2021,"van Zweden, Jaap",NYP,"Queens, NY",CUN,P,2022-06-16,1,"Kim, Bomsori",14731
2021,"van Zweden, Jaap",NYP,"Brooklyn, NY",PRO,P,2022-06-17,1,"Kim, Bomsori",14732
2021,None,MUS,"Manhattan, NY",MRK,VY,2022-06-18,1,"Young, Rebecca 6",14733
2021,"Chen, Tong",MUS,"Staten Island, NY",SGT,FIC,2022-06-19,1,"McLean-Nur, Rhonda Akanke 20",14734
2021,None,MUS,"Manhattan, NY",ACT,I,2022-03-22,1,"Simon, Fiona 4",14735
2021,None,MUS,"Manhattan, NY",CIP,I,2022-03-14,1,"Young, Rebecca 3",14736
2021,None,MUS,"Manhattan, NY",UNI,C,2022-06-09,1,"Kim, Michelle 5",14747
2020,None,MUS,"Beaver Creek, CO",VPA,C,2021-07-20,1,New York Philharmonic String Quartet,14748
2022,None,MUS,"Manhattan, NY",SID,NY Phil @ Noon,2022-12-15,1,"Fierst, Alison 10",14760
2022,None,MUS,"Manhattan, NY",SID,NY Phil @ Noon,2022-10-13,1,"Martinez [Martínez] Forteza, Pascual",14765
2022,"van Zweden, Jaap",NYP,"Manhattan, NY",DGH,I,2022-10-07,1,None,14766
2022,None,PRE,"Manhattan, NY",DGH,The 65th Street Session,2022-10-11,1,"Thile, Chris 5",14775
2022,"Klein, Raquel Acevedo",MUS,"Manhattan, NY",SID,Nightcap,2022-10-20,1,Roomful of Teeth 7,14776
2022,None,PRE,"Manhattan, NY",SID,Artist Spotlight,2022-10-24,1,"Elliott, Sterling 2",14777
2021,None,MUS,"Heringsdorf, Germany",KAI,C,2022-05-23,2,"Huang, Frank 6",14778
2022,"Lintu, Hannu",NYP,"Manhattan, NY",DGH,SUB,2022-11-18,1,"Babayan, Sergei 5",14779
2022,None,MUS,"Manhattan, NY",DGH,VY,2022-10-30,1,"Young, Rebecca 7",14780
2022,None,MUS,"Manhattan, NY",SID,NY Phil @ Noon,2022-11-17,1,"Lu, Kuan Cheng 9",14781
2022,None,PRE,"Manhattan, NY",SID,Nightcap,2022-11-19,1,"Babayan, Sergei 2",14782
2022,None,MUS,"Manhattan, NY",92Y,C,2022-11-20,1,"Holiday, John 7",14783
2022,"Deneve [Denève], Stephane [Stéphane]",NYP,"Manhattan, NY",DGH,SUB,2022-11-25,1,"Olafsson [Ólafsson], Víkingur",14784
2022,"Deneve [Denève], Stephane [Stéphane]",NYP,"Manhattan, NY",DGH,SUB,2022-11-26,1,"Olafsson [Ólafsson], Víkingur",14795
2022,"Payare, Rafael",NYP,"Manhattan, NY",DGH,SUB,2022-12-02,1,"Ax, Emanuel",14821
2022,None,PRE,"Manhattan, NY",DGH,The 65th Street Session,2022-12-06,1,"Thile, Chris 4",14822
2022,None,NYE,"Manhattan, NY",MRK,C,2022-12-04,1,"Ferguson, Leah M. 12",14823
2022,"Payare, Rafael",NYP,"Manhattan, NY",DGH,SUB,2022-12-03,1,"Ax, Emanuel",14845
2022,None,PRE,"Manhattan, NY",SID,Nightcap,2022-12-03,1,TAK Ensemble,14846
2022,None,MUS,"Manhattan, NY",SID,PAT,2022-11-16,1,"Fierst, Alison 6",14847
2022,None,MUS,"Manhattan, NY",WES,PAT,2022-12-05,1,"Staples, Sheryl 5",14848
2022,None,MUS,"Manhattan, NY",DBL,PAT,2022-12-07,1,"Huang, Frank 3",14849
2022,"Rouvali, Santtu-Matias",NYP,"Manhattan, NY",DGH,SUB,2023-01-06,1,"Wang, Yuja",14850
2022,"Rouvali, Santtu-Matias",NYP,"Manhattan, NY",DGH,SUB,2023-01-07,1,"Wang, Yuja",14851
2022,"Rouvali, Santtu-Matias",NYP,"Manhattan, NY",DGH,SUB,2023-01-10,1,"Wang, Yuja",14852
2022,None,PRE,"Manhattan, NY",SID,Nightcap,2023-01-14,1,"Thorvaldsdottir, Anna 5",14853
2022,"Stasevska, Dalia",NYP,"Manhattan, NY",DGH,SUB,2023-01-22,1,"Batiashvili, Lisa",14854
2022,None,PRE,"Manhattan, NY",SID,Artist Spotlight,2023-01-17,1,"Tao, Conrad 4",14855
2022,None,NYE,"Manhattan, NY",MRK,C,2023-02-05,1,"Sun, Na 11",14856
2022,None,MUS,"Manhattan, NY",SID,VY,2023-02-12,2,"McDermott, Kerry 6",14857
2022,"Salonen, Esa-Pekka",MUS,"Manhattan, NY",SID,Nightcap,2023-02-11,1,"Sirota, Nadia 16",14858
2022,None,PRE,"Manhattan, NY",SID,Artist Spotlight,2023-02-13,1,Talea Ensemble 2,14859
2022,"Reinhardt, Ruth",NYP,"Manhattan, NY",DGH,SUB,2023-02-16,1,"Gerstein, Kirill 2",14860
2022,"Reinhardt, Ruth",NYP,"Manhattan, NY",DGH,SUB,2023-02-17,1,"Gerstein, Kirill 2",14861
2022,None,MUS,"Manhattan, NY",SID,NY Phil @ Noon,2023-02-23,1,"Choi, Hannah 10",14862
2022,"Dunner, Leslie B.",MUS,"Manhattan, NY",DGH,S,2023-03-03,1,Students from Interlochen Arts Academy,14863
2022,None,PRE,"Manhattan, NY",SID,Artist Spotlight,2023-03-07,1,"Hahn, Hilary",14864
2022,"Mulligan, Stephen",MEM,"Manhattan, NY",DGH,The 65th Street Session,2023-03-28,1,"Thile, Chris 18",14870
2022,None,PRE,"Manhattan, NY",SID,Nightcap,2023-03-18,1,Gamelan Dharma Swara,14871
2022,None,MUS,"Manhattan, NY",SID,VY,2023-03-26,2,"Son, Yoobin 7",14872
2022,None,MUS,"Manhattan, NY",SID,NY Phil @ Noon,2023-03-30,1,"Ge, Quan 9",14873
2022,None,MUS,"Manhattan, NY",AS,S,2023-03-31,1,"McGill, Anthony 7",14874
2022,"Handler, Anna 2",MEM,"Manhattan, NY",DGH,S,2022-10-29,2,Juilliard Orchestra,14875
2022,None,PRE,"Manhattan, NY",DGH,Artist Spotlight,2023-04-11,1,"Schiff, András",14876
