season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
1990,None,NYE,"Manhattan, NY",MRK,C,1990-10-14,1,"Church, Sandra 18",1681
1988,None,NYE,"Manhattan, NY",MRK,C,1989-02-05,1,"Kaufman, Mindy 13",1847
2001,None,MUS,"Manhattan, NY",FRB,WTC,2001-10-22,1,"Kaufman, Mindy 5",1905
1988,"Shaw, Robert",NYP,"Manhattan, NY",AFH,SUB,1989-04-06,3,"Wiens, Edith 6",1911
1988,"Flummerfelt, Joseph",NYP,"Manhattan, NY",AFH,SUB,1989-04-11,1,"Wiens, Edith 6",1918
1988,"Herbig, Gunther",NYP,"Manhattan, NY",AFH,SUB,1989-04-13,5,"de Larrocha, Alicia",1924
1988,"Herbig, Gunther",NYP,"Manhattan, NY",AFH,SUB,1989-04-21,3,"Munroe, Lorne",1933
1988,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1989-04-27,4,"Smith, Philip 2",1941
2001,None,MUS,"Manhattan, NY",RWS,WTC,2001-10-26,1,"Martinez [Martínez] Forteza, Pascual",1995
1988,"Harvey, Raymond",NYP,"Manhattan, NY",AFH,Y,1989-03-01,2,"Harvey, Raymond 3",2004
1988,"Harvey, Raymond",NYP,"Manhattan, NY",AFH,Y,1989-03-20,1,All-City High School Orchestra 2,2008
2005,"Alsop, Marin",NYP,"Manhattan, NY",AFH,SMC,2005-10-15,1,"Staples, Sheryl 5",2009
2005,"Maazel, Lorin",NYP,"Manhattan, NY",AFH,SMC,2005-11-26,1,"Dicterow, Glenn 5",2075
1990,"Gilbert, David",NYP,"Manhattan, NY",AFH,Y,1991-06-01,2,"Tan, Margaret Leng 4",2123
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,I,1991-02-04,1,"Drucker, Stanley",2379
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1991-02-07,4,"Oistrakh, Igor",2385
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1991-02-14,1,"Ewing, Maria",2389
1990,"Welser-Möst, Franz",NYP,"Manhattan, NY",AFH,SUB,1991-02-21,2,"Vengerov, Maxim",2395
1990,"Wong, Samuel",NYP,"Manhattan, NY",AFH,SUB,1991-02-28,4,"Leonskaja, Elisabeth",2401
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1989-09-20,1,"Norman, Jessye",2480
1988,"Leinsdorf, Erich",NYP,"Teton Village, WY",FES,T,1989-07-07,1,None,2485
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-09-22,3,"Myers, Philip",2486
1988,"Tung, Ling",NYP,"Teton Village, WY",FES,T,1989-07-08,1,"de Larrocha, Alicia",2491
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-09-26,1,"Perahia, Murray 2",2492
1988,"Tung, Ling",NYP,"Teton Village, WY",FES,T,1989-07-14,1,"de Larrocha, Alicia",2496
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-09-27,3,"Perahia, Murray 2",2497
1988,"Leinsdorf, Erich",NYP,"Teton Village, WY",FES,T,1989-07-15,1,None,2500
2005,"Fischer, Ivan [Iván] 2",NYP,"Manhattan, NY",AFH,ITM,2005-11-30,1,"Schickele, Peter",2687
2005,"Willis, Alastair",NYP,"Manhattan, NY",AFH,Y,2005-11-05,1,"Tartaglia, John 2",2718
1989,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1990-04-05,4,"Bell, Joshua",2807
1989,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1990-04-12,4,"Alessi, Joseph",2809
1989,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1990-04-19,4,"Ax, Emanuel",2814
1989,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1990-04-26,4,None,2819
1989,"Gilbert, David",NYP,"Manhattan, NY",AFH,Y,1990-03-12,1,"Ramos-Santana, José 3",2876
1989,None,NYE,"Manhattan, NY",MRK,C,1990-05-13,1,"Church, Sandra 12",2917
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1988-11-03,4,"Achucarro, Joaquin",2923
1988,"Mehta, Zubin",NYP,"Berlin, GERMANY",PHI,T,1988-09-02,1,"Dicterow, Glenn 17",2932
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1988-11-10,4,"Siegel, Jeffrey",2933
1988,"Mehta, Zubin",NYP,"Berlin, GERMANY",SCH,T,1988-09-03,1,None,2940
1988,"Bernstein, Leonard",NYP,"Manhattan, NY",CH,SUB,1988-11-14,1,"Kremer, Gidon 4",2941
1988,"Mehta, Zubin",NYP,"Luzerne, SWITZERLAND",KKL,T,1988-09-05,1,None,2948
1988,"Bernstein, Leonard",NYP,"Manhattan, NY",AFH,SUB,1988-11-17,4,"Zimerman, Krystian",2949
1988,"Mehta, Zubin",NYP,"Luzerne, SWITZERLAND",KKL,T,1988-09-06,1,"Dicterow, Glenn 16",2955
1988,"Bernstein, Leonard",NYP,"Manhattan, NY",AFH,SUB,1988-11-23,4,"Kremer, Gidon",2956
1988,"Mehta, Zubin",NYP,"Madrid, SPAIN",TEA,T,1988-09-08,1,"Dicterow, Glenn 16",2960
1988,"Mehta, Zubin",NYP,"Paris, FRANCE",SAL,T,1988-09-09,1,None,2967
1988,"Mehta, Zubin",NYE,"Manhattan, NY",MRK,C,1988-11-06,1,"Smith, Philip 19",3052
1988,None,NYE,"Spartanburg, SC",DRH,TC,1988-11-07,1,"Kaufman, Mindy 7",3057
1988,None,NYE,"Manhattan, NY",MRK,C,1988-11-27,1,"Baxtresser, Jeanne 20",3063
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,F,1990-09-05,1,"Krieger, Norman",3392
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,F,1990-09-06,1,"Alexander, Roberta 3",3395
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1990-09-12,1,"Rostropovich, Mstislav",3398
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-14,3,"Quivar, Florence 4",3401
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-20,1,"Kissin, Evgeny",3405
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-22,1,"Kissin, Evgeny",3411
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-26,4,"Martin, Marvis",3416
1989,None,NYE,"Manhattan, NY",MRK,C,1990-04-01,1,"Robinson, Joseph 17",3606
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-01-05,3,"Sylar, Sherry",3612
1989,None,NYE,"Manhattan, NY",BER,C,1990-04-22,1,"Ham, Hae-Young 6",3614
1988,"Kruglikov, Felix",NYP,"Manhattan, NY",AFH,SUB,1989-01-12,4,"Moravec, Ivan",3619
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-01-19,4,"Dunn, Susan",3623
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-01-26,3,"Perlman, Itzhak 2",3627
1996,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1997-02-13,1,"Chang, Sarah",3637
1990,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1991-04-11,4,"Drucker, Stanley",3701
1990,"Levi, Yoel",NYP,"Manhattan, NY",AFH,SUB,1991-04-18,4,None,3704
1990,"Sinopoli, Giuseppe",NYP,"Manhattan, NY",AFH,SUB,1991-04-25,2,None,3708
2005,"Morlot, Ludovic",NYP,"Manhattan, NY",AFH,SUB,2006-03-03,1,"Zimmermann, Frank Peter",3712
1990,"Gilbert, David",NYP,"Manhattan, NY",AFH,Y,1991-03-09,1,"Robinson, Harold 4",3770
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-11-02,4,"Goode, Richard 3",3812
1989,"Mehta, Zubin",NYP,"Hong Kong, CHINA",CIT,T,1989-09-01,1,Midori 2,3816
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1989-11-06,1,"Perlman, Itzhak",3817
1989,"Mehta, Zubin",NYP,"Taipei, TAIWAN",NTH,T,1989-09-03,1,Midori,3822
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-11-09,4,New York Choral Artists,3823
1989,"Mehta, Zubin",NYP,"Taipei, TAIWAN",NTH,T,1989-09-04,1,"Myers, Philip 2",3826
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-11-16,3,"Gutman, Natalia",3827
1989,"Mehta, Zubin",NYP,"Seoul, KOREA",SAC,T,1989-09-06,1,"Dicterow, Glenn",3831
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-11-24,3,"McDermott, Kerry 5",3832
1989,"Mehta, Zubin",NYP,"Seoul, KOREA",SAC,T,1989-09-07,1,"Suh, Ju Hee 2",3836
1989,"Sinopoli, Giuseppe",NYP,"Manhattan, NY",AFH,SUB,1989-11-30,4,None,3837
1989,"Mehta, Zubin",NYP,"Osaka, JAPAN",FES,T,1989-09-09,1,Midori 2,3842
1989,"Mehta, Zubin",NYP,"Nagoya, JAPAN",CEN,T,1989-09-10,1,"Dicterow, Glenn",3847
1989,"Mehta, Zubin",NYP,"Tokyo, JAPAN",SUN,T,1989-09-12,1,"Smith, Philip 2",3851
1989,"Mehta, Zubin",NYP,"Tokyo, JAPAN",SUN,T,1989-09-13,1,Midori,3856
1989,"Mehta, Zubin",NYP,"Tokyo, JAPAN",SUN,T,1989-09-14,1,"Myers, Philip 2",3859
1987,"DePreist, James",NYP,"Manhattan, NY",CPG,P,1988-08-01,4,None,4203
1987,"Davis, Andrew",NYP,"East Meadow, NY",EIS,P,1988-08-07,4,None,4205
1987,"Mehta, Zubin",NYP,"Staten Island, NY",SNU,P,1988-08-12,1,None,4210
1987,"Mehta, Zubin",NYP,"Bronx, NY",VCP,P,1988-08-13,1,"Dicterow, Glenn 15",4214
1987,"Mehta, Zubin",NYP,"Valhalla, NY",WES,P,1988-08-14,1,"Dicterow, Glenn 15",4219
1987,"Mehta, Zubin",NYP,"Manhattan, NY",CPG,P,1988-08-15,1,None,4223
1989,None,MUS,"Manhattan, NY",JJT,C,1990-03-11,1,"Levinson, Gary 8",4302
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-01-04,4,"Zukerman, Pinchas",4503
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-01-11,4,"Smith, Philip 4",4506
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-01-18,3,"Quivar, Florence 7",4512
1989,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1990-01-25,4,None,4517
1988,"Temirkanov, Yuri",NYP,"Holmdel, NJ",GSA,RO,1989-08-12,1,"Dicterow, Glenn",4589
1987,"Mehta, Zubin",NYP,"Leningrad, USSR",BOL,T,1988-06-02,1,None,4599
1987,"Rozhdestvensky, Gennady",NYP,"Moscow, USSR",TCH,T,1988-06-06,1,"Postnikova, Viktoria",4604
1987,"Mehta, Zubin",NYP,"Moscow, USSR",TCH,T,1988-06-07,1,None,4609
1987,"Rozhdestvensky, Gennady 2",NYP,"Moscow, USSR",GOR,T,1988-06-08,1,State Symphony Orchestra,4613
2001,"Tovey, Bramwell",NYP,"Manhattan, NY",AFH,Y,2002-03-09,1,"Smith, Philip",4620
1996,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1997-02-21,2,"Andsnes, Leif Ove",4654
1990,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1990-11-01,4,"Rex, Charles",4701
1990,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1990-11-08,4,None,4707
1990,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1990-11-15,4,"Licad, Cecile",4714
1990,None,NYE,"Manhattan, NY",MRK,C,1991-02-10,1,"Banat, Gabriel 14",4720
1990,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1990-11-21,4,"Thibaudet, Jean-Yves",4727
1990,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1990-11-29,3,"Lin, Cho-Liang",4737
1996,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1997-02-22,1,"Andsnes, Leif Ove",4781
1990,"Gilbert, David",NYP,"Manhattan, NY",AFH,Y,1990-10-27,2,"Gilbert, David 2",4787
1988,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1989-03-02,3,"Myers, Philip",4925
1988,"Kruglikov, Felix",NYP,"Manhattan, NY",AFH,SUB,1989-03-07,1,"Myers, Philip",4931
1988,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1989-03-09,4,"Ortiz, Cristina",4937
1988,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1989-03-16,4,"Ewing, Maria 6",4946
1988,"Levi, Yoel",NYP,"Manhattan, NY",AFH,SUB,1989-03-23,4,"Valente, Benita",4953
1988,"Bernstein, Leonard",NYP,"Manhattan, NY",AFH,SUB,1989-03-30,4,"Valente, Benita 3",4959
2005,"Nott, Jonathan",NYP,"Manhattan, NY",AFH,HN,2006-01-17,1,"Bell, Joshua 2",4970
1989,None,NYE,"Manhattan, NY",MRK,C,1990-02-18,1,"Rence, Dorian 12",4974
2001,None,MUS,"Manhattan, NY",SSS,WTC,2001-11-12,1,"Siebert, Renee (Renée) 4",4995
1988,"Wolff, Hugh",NYP,"Manhattan, NY",AFH,Y,1989-02-04,2,"Wolff, Hugh 6",4998
2001,None,MUS,"Manhattan, NY",CIT,WTC,2001-11-05,1,"Kim, Michelle 3",5020
2001,None,MUS,"Manhattan, NY",BAN,WTC,2001-10-29,1,"Ginsberg, Judith 5",5037
1990,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1991-06-04,5,None,5048
1990,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1991-06-12,4,"Previn, André",5053
1988,"Temirkanov, Yuri",NYP,"Manhattan, NY",CPG,P,1989-08-07,3,"Dicterow, Glenn",5089
1990,None,NYE,"Manhattan, NY",MRK,C,1990-11-04,1,"Rex, Charles 12",5114
1989,None,MUS,"Seoul, KOREA",MUS,TC,1989-09-08,1,"Ham, Hae-Young 8",5131
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,Y,1989-12-13,1,"Mehta, Zubin 6",5219
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,Y,1989-12-16,1,"Mehta, Zubin 6",5223
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1991-01-03,3,"Lowenthal, Jerome",5397
1990,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1991-01-09,5,"Harrell, Lynn",5403
1990,"Wong, Samuel 2",NYP,"Manhattan, NY",AFH,SUB,1991-01-17,3,"Peskanov, Mark",5412
1990,"Macal, Zdenek",NYP,"Manhattan, NY",AFH,SUB,1991-01-24,3,"Munroe, Lorne",5419
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1991-01-31,3,"Swenson, Ruth Ann 4",5426
1989,None,NYE,"Manhattan, NY",MRK,C,1989-12-10,1,"Sylar, Sherry 10",5480
1989,"Fuchs, Kenneth",NYE,"Manhattan, NY",MRK,C,1990-01-14,1,"Hecht, Thomas 16",5662
1997,"Ben-Dor, Gisele 2",NYE,"Manhattan, NY",MRK,C,1998-04-26,1,"MacGregor, Joanna 38",5708
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-03-01,4,"Pollini, Maurizio 10",5837
1989,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-03-08,3,"Church, Sandra 3",5841
1989,"Macal, Zdenek",NYP,"Manhattan, NY",AFH,SUB,1990-03-15,4,None,5845
1989,"Perick, Christof",NYP,"Manhattan, NY",AFH,SUB,1990-03-22,4,"Haendel, Ida",5849
1989,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1990-03-29,4,"Buchbinder, Rudolf 12",5854
1987,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,F,1988-06-13,1,"Perlman, Itzhak",5892
1987,"Kruglikov, Felix",NYP,"Manhattan, NY",AFH,F,1988-06-16,1,"Toradze, Alexander",5899
1987,"Boulez, Pierre",NYP,"Manhattan, NY",AFH,F,1988-06-18,1,"Swingle Singers, New",5905
1989,"Gilbert, David",NYP,"Manhattan, NY",AFH,Y,1990-02-10,2,"Gilbert, David 3",5922
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1988-10-05,1,"Ma, Yo-Yo",5959
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1988-10-06,3,"Martin, Marvis 5",5965
1987,"Mehta, Zubin",NYP,"Athens, GREECE",HER,T,1988-08-20,1,None,5966
1988,"Davis, Andrew",NYP,"Manhattan, NY",AFH,SUB,1988-10-12,5,"Sitkovetsky, Dmitri 2",5973
1987,"Mehta, Zubin",NYP,"Athens, GREECE",HER,T,1988-08-21,1,"Dicterow, Glenn 17",5974
1988,"Davis, Andrew",NYP,"Manhattan, NY",AFH,SUB,1988-10-20,4,"Uchida, Mitsuko",5982
1987,"Mehta, Zubin",NYP,"London, ENGLAND",ALB,T,1988-08-23,1,"Perahia, Murray",5983
1987,"Mehta, Zubin",NYP,"London, ENGLAND",BAR,T,1988-08-24,1,None,5989
1988,"Leppard, Raymond",NYP,"Manhattan, NY",AFH,SUB,1988-10-27,3,"Haendel, Ida",5993
1987,"Mehta, Zubin",NYP,"Frankfurt, GERMANY",ALT,T,1988-08-25,1,"Dicterow, Glenn 16",5999
1990,None,NYE,"Manhattan, NY",MRK,C,1990-11-25,1,"Ham, Hae-Young 14",6000
1987,"Mehta, Zubin",NYP,"Hamburg, GERMANY",MUS,T,1988-08-26,1,"Dicterow, Glenn 16",6006
1987,"Mehta, Zubin",NYP,"Helsinki, FINLAND",FIN,T,1988-08-29,1,None,6010
1987,"Mehta, Zubin",NYP,"Amsterdam, NETHERLANDS",CON,T,1988-08-31,1,"Stern, Isaac",6014
1999,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-11-18,3,"Kremer, Gidon 2",6016
2001,None,MUS,"Manhattan, NY",OLD,WTC,2001-11-16,1,"Webb, Carol 5",6075
1989,"Mehta, Zubin",NYE,"Manhattan, NY",MRK,C,1989-11-26,1,"Narucki, Susan 16",6183
1988,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1989-05-04,3,None,6271
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-05-11,3,Midori 2,6275
2001,None,MUS,"Manhattan, NY",ONE,WTC,2001-11-26,1,"Kaufman, Mindy 5",6276
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-05-15,1,"Feltsman, Vladimir",6278
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-05-18,2,"Tobias, Paul 3",6284
2001,None,MUS,"Manhattan, NY",ONE,WTC,2001-12-10,1,"Langevin, Robert 5",6285
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-05-19,2,"Chase, Stephanie 2",6289
1988,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1989-05-25,3,"Dicterow, Glenn",6292
1988,"Morgan, Michael",NYP,"Manhattan, NY",AFH,Y,1989-04-12,2,"Morgan, Michael",6333
1988,None,MUS,"Teton Village, WY",FES,TC,1989-07-13,1,"Ashby, Jerome 8",6506
1990,"Keene, Christopher",NYP,"Manhattan, NY",AFH,SUB,1991-03-07,3,"Auger, Arleen 2",6720
1990,"Berglund, Paavo",NYP,"Manhattan, NY",AFH,SUB,1991-03-14,4,"Gutierrez, Horacio",6724
1990,"Berglund, Paavo",NYP,"Manhattan, NY",AFH,SUB,1991-03-21,3,"Kahane, Jeffrey",6727
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,Y,1991-02-02,2,"Cole, Vinson 4",6779
1989,"Rilling, Helmuth",NYP,"Manhattan, NY",AFH,SUB,1989-10-05,3,"McNair, Sylvia 12",6821
1989,"Rilling, Helmuth",NYP,"Manhattan, NY",AFH,SUB,1989-10-10,1,"McNair, Sylvia 12",6827
1988,"Mehta, Zubin",NYP,Singapore,PAD,T,1989-08-26,1,"Myers, Philip 3",6828
1988,"Mehta, Zubin",NYP,Singapore,VIC,T,1989-08-27,1,"Smith, Philip 2",6835
1989,"Rilling, Helmuth",NYP,"Manhattan, NY",AFH,SUB,1989-10-12,3,"Benackova, Gabriela 6",6836
1988,"Mehta, Zubin",NYP,"Bangkok, THAILAND",TCC,T,1989-08-28,1,"Myers, Philip 2",6839
1989,"Rilling, Helmuth",NYP,"Manhattan, NY",AFH,SUB,1989-10-14,1,"Benackova, Gabriela 6",6840
1988,"Mehta, Zubin",NYP,"Hong Kong, CHINA",LYR,T,1989-08-30,1,"Smith, Philip 2",6845
