season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
1954,"Kostelanetz, Andre",NYP,"Manhattan, NY",CH,SUB,1954-11-27,1,None,3364
1950,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1951-01-07,1,"Novaes, Guiomar",3365
1925,"Schindler, Kurt",NYP,"Manhattan, NY",CH,S,1925-12-23,1,Schola Cantorum of NY 9,3366
1931,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1932-01-14,3,"Piastro, Mishel 4",3367
1954,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1954-11-28,1,"Stern, Isaac 2",3369
1921,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1922-03-26,1,"Hess, Myra",3370
1926,"Furtwangler [Furtwängler], Wilhelm",NYP,"Manhattan, NY",CH,SUB,1927-02-17,2,None,3371
1972,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,SUB,1972-10-21,1,"Johannesen, Grant",3372
1950,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1951-01-11,2,None,3373
1931,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1932-01-17,1,"Piastro, Mishel 4",3374
1928,"Schelling, Ernest",NYP,"Newark, NJ",MOS,Y,1929-04-27,1,Audience,3375
1926,"Furtwangler [Furtwängler], Wilhelm",NYP,"Manhattan, NY",CH,SUB,1927-02-20,1,"Kochanski, Paul 2",3376
1972,"Skrowaczewski, Stanislaw",NYP,"Manhattan, NY",PH,SUB,1972-10-26,3,"Szeryng, Henryk",3377
1950,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1951-01-14,1,"Firkusny, Rudolf",3378
1926,"Furtwangler [Furtwängler], Wilhelm",NYP,"Manhattan, NY",CH,SUB,1927-02-24,2,None,3379
1931,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1932-01-21,2,"Gabrilowitsch, Ossip",3380
1965,"Foss, Lukas",NYP,"Manhattan, NY",PH,SUB,1966-04-07,4,"Lewis, Richard 14",3381
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-01-18,4,"Francescatti, Zino",3382
1931,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1932-01-23,1,None,3383
1926,"Furtwangler [Furtwängler], Wilhelm",NYP,"Brooklyn, NY",BAM,SUB,1927-02-27,1,"Kochanski, Paul",3384
1965,"Foss, Lukas",NYP,"Manhattan, NY",PH,SUB,1966-04-14,4,"Kirchner, Leon 4",3385
1954,"Pelletier, Wilfrid",NYP,"Manhattan, NY",TH,Y,1954-10-09,1,"Tripp, Paul 5",3386
1950,"Walter, Bruno",NYP,"Manhattan, NY",CH,SUB,1951-01-25,4,"Curzon, Clifford",3387
1931,"Walter, Bruno",NYP,"Manhattan, NY",MOH,SUB,1932-01-24,1,"Piatigorsky, Gregor",3388
1965,"Foss, Lukas",NYP,"Manhattan, NY",PH,SUB,1966-04-21,4,"Horne, Marilyn 2",3389
1931,"Walter, Bruno",NYP,"Philadelphia, PA",AOM,T,1932-01-25,1,None,3390
1965,"Bernstein, Leonard 2",NYP,"Manhattan, NY",PH,SUB,1966-04-28,4,"Schumacher, Thomas",3391
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,F,1990-09-05,1,"Krieger, Norman",3392
1931,"Walter, Bruno",NYP,"Brooklyn, NY",BAM,SUB,1932-01-31,1,"Piatigorsky, Gregor",3393
1964,"Steinberg, William 2",NYP,"Manhattan, NY",PH,SUB,1964-12-03,4,"Fleisher, Leon 2",3394
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,F,1990-09-06,1,"Alexander, Roberta 3",3395
1941,"Ganz, Rudolph",NYP,"Manhattan, NY",CH,Y,1941-12-13,1,"Rascher, Sigurd 3",3396
1964,"Steinberg, William",NYP,"Manhattan, NY",PH,SUB,1964-12-10,3,"Varnay, Astrid 11",3397
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,PFB,1990-09-12,1,"Rostropovich, Mstislav",3398
1941,"Ganz, Rudolph",NYP,"Manhattan, NY",TH,Y,1941-12-15,1,"Zaremba, Sylvia 2",3399
1964,"Wyss, Niklaus 6",NYP,"Manhattan, NY",PH,S,1964-12-13,1,None,3400
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-14,3,"Quivar, Florence 4",3401
1915,"Stransky, Josef",NYP,"Urbana, IL",AUD,T,1916-04-10,1,"Townsend, Ruth 2",3402
1866,"Bergmann, Carl",NYP,"Manhattan, NY",STE,SUB,1866-11-17,1,"Seelig, Natalie 3",3403
1964,"Steinberg, William",NYP,"Manhattan, NY",PH,SUB,1964-12-17,4,"Lettvin, Theodore",3404
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-20,1,"Kissin, Evgeny",3405
1925,"Mengelberg, Willem",NYP,"Bethlehem, PA",LIB,T,1925-12-07,1,None,3406
1915,"Stransky, Josef",NYP,"Urbana, IL",AUD,T,1916-04-10,1,"Cochrane, Eleanore 2",3407
1983,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1984-03-01,3,"Greitzer, Sol",3408
1973,"Bernstein, Leonard",NYP,"Manhattan, NY",CPS,P,1974-08-06,1,"Bernstein, Leonard",3409
1964,"Schippers, Thomas",NYP,"Manhattan, NY",PH,SUB,1964-12-31,4,"Darre (Darré), Jeanne-Marie",3410
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-22,1,"Kissin, Evgeny",3411
1925,"Mengelberg, Willem",NYP,"Princeton, NJ",ALE,T,1925-12-08,1,None,3412
1915,"Stransky, Josef",NYP,"Peoria, IL",UNK,T,1916-04-11,1,"Pilzer, Maximilian 5",3413
1941,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,PCS,1941-12-06,1,None,3414
1983,"Schuller, Gunther",NYP,"Manhattan, NY",AFH,SUB,1984-03-06,1,"Greitzer, Sol",3415
1990,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1990-09-26,4,"Martin, Marvis",3416
1895,"Seidl, Anton",NYP,"Manhattan, NY",CH,SUB,1896-04-10,2,"Ffrangcon-Davies, David T. 6",3417
1983,"Bychkov, Semyon",NYP,"Manhattan, NY",AFH,SUB,1984-03-08,3,"Toradze, Alexander",3418
1915,"Stransky, Josef",NYP,"Dubuque, IA",MAJ,T,1916-04-12,1,"Dadmun, Royal 2",3419
1946,"Ganz, Rudolph",NYP,"Manhattan, NY",CH,Y,1946-12-14,1,"Shirvan, Harriet 2",3420
1905,"Herbert, Victor",NYP,"Manhattan, NY",CH,SUB,1905-12-01,2,"Pugno, Raoul 2",3421
1915,"Stransky, Josef",NYP,"Dubuque, IA",MAJ,T,1916-04-12,1,"Cochrane, Eleanore 2",3422
1983,"Bychkov, Semyon",NYP,"Manhattan, NY",AFH,SUB,1984-03-15,4,"Toradze, Alexander",3423
1905,"Fiedler, Max",NYP,"Manhattan, NY",CH,SUB,1905-12-15,2,"Gadski, Johanna",3424
1915,"Stransky, Josef",NYP,"Cedar Falls, IA",COL,T,1916-04-13,1,"Dadmun, Royal 2",3425
1985,None,NYE,"Manhattan, NY",CHU,C,1985-12-08,1,"Simenauer, Peter 11",3426
1983,"Bernstein, Leonard",NYP,"Manhattan, NY",AFH,SUB,1984-03-22,4,None,3427
1983,"Thomas, Michael Tilson",NYP,"Manhattan, NY",AFH,SUB,1984-03-29,3,"Weissenberg, Alexis",3428
1982,"Mehta, Zubin",NYP,"Buenos Aires, ARGENTINA",TEA,T,1982-09-02,1,"Drucker, Stanley",3429
1915,"Stransky, Josef",NYP,"Cedar Falls, IA",COL,T,1916-04-13,1,College Choral Society 4,3430
1987,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,Y,1987-12-09,2,None,3431
1960,"Wallenstein, Alfred",NYP,"Manhattan, NY",CH,SUB,1961-02-02,3,"Zeitlin, Zvi",3432
1982,"Mehta, Zubin",NYP,"Buenos Aires, ARGENTINA",TEA,T,1982-09-04,1,"Dicterow, Glenn",3433
1915,"Stransky, Josef",NYP,"Cedar Rapids, IA",GRE,T,1916-04-14,1,"Cochrane, Eleanore 2",3434
1965,"Foss, Lukas 2",NYP,"Manhattan, NY",PH,PCS,1966-03-23,4,"Davis, Ivan",3435
1960,"Kostelanetz, Andre",NYP,"Manhattan, NY",CH,SUB,1961-02-04,1,"Sills, Beverly",3436
1937,"Ganz, Rudolph",NYP,"Manhattan, NY",CH,Y,1938-02-12,1,"Boynet, Emma 3",3437
1927,"Schelling, Ernest",NYP,"Manhattan, NY",CH,Y,1928-01-21,1,Audience,3438
1982,"Mehta, Zubin",NYP,"Buenos Aires, ARGENTINA",LUN,T,1982-09-05,1,"Dicterow, Glenn 3",3439
1915,"Stransky, Josef",NYP,"Oskaloosa, IA",PEN,T,1916-04-15,1,"Cochrane, Eleanore 5",3440
1937,"Ganz, Rudolph",NYP,"Manhattan, NY",CH,Y,1938-02-26,1,"Cella, Theodore 3",3441
1965,"Foss, Lukas",NYP,"Manhattan, NY",PH,PCS,1966-03-25,2,"Davis, Ivan",3442
1960,"Schippers, Thomas",NYP,"Manhattan, NY",CH,SUB,1961-02-09,4,"Chookasian, Lili 2",3443
1915,"Stransky, Josef",NYP,"Des Moines, IA",COL,T,1916-04-17,1,"Cochrane, Eleanore 3",3444
1982,"Mehta, Zubin",NYP,"Buenos Aires, ARGENTINA",TEA,T,1982-09-05,1,"Munroe, Lorne 2",3445
1862,"Eisfeld, Theodore",NYP,"Manhattan, NY",IRV,SUB,1863-01-31,1,"Thomas, J. B. 3",3446
1960,"Copland, Aaron 4",NYP,"Manhattan, NY",CH,PFB,1961-02-13,1,"Tourel, Jennie 12",3447
1915,"Stransky, Josef",NYP,"Des Moines, IA",COL,T,1916-04-17,1,"Fremstad, Olive",3448
1982,"Mehta, Zubin",NYP,"Santiago, CHILE",TEA,T,1982-09-06,1,"Myers, Philip",3449
1975,"Boulez, Pierre",NYP,"Manhattan, NY",AFH,SUB,1976-05-06,4,"Stern, Isaac",3450
1960,"Schippers, Thomas",NYP,"Manhattan, NY",CH,SUB,1961-02-16,4,"Fleisher, Leon",3451
1915,"Stransky, Josef",NYP,"Des Moines, IA",COL,T,1916-04-18,1,"Cochrane, Eleanore 3",3452
1982,"Mehta, Zubin",NYP,"Santiago, CHILE",TEA,T,1982-09-07,1,"Munroe, Lorne",3453
1964,"Steinberg, William",NYP,"Manhattan, NY",PH,PCS,1964-11-15,1,None,3454
1960,"Golschmann, Vladimir",NYP,"Manhattan, NY",CH,SUB,1961-02-23,4,None,3455
1975,"Boulez, Pierre",NYP,"Manhattan, NY",AFH,SUB,1976-05-13,3,None,3456
1915,"Stransky, Josef",NYP,"Des Moines, IA",COL,T,1916-04-18,1,"Ferrari-Fontana, Edouardo 9",3457
1943,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,Y,1944-05-21,1,"Zaremba, Sylvia 2",3458
1982,"Mehta, Zubin",NYP,"Quito, ECUADOR",TEA,T,1982-09-09,1,"Dicterow, Glenn",3459
1964,"Bernstein, Leonard",NYP,"Manhattan, NY",PH,Y,1964-11-21,2,None,3460
1901,"Paur, Emil",NYP,"Manhattan, NY",CH,SUB,1902-02-14,2,"Bauer, Harold",3461
1915,"Stransky, Josef",NYP,"Omaha, NE",BOY,T,1916-04-19,1,"Nash, Frances",3462
1915,"Stransky, Josef",NYP,"Kansas City, MO",SHU,T,1916-04-21,1,"Dadmun, Royal 2",3463
1915,"Stransky, Josef",NYP,"Hays, KS",NOR,T,1916-04-22,1,"Townsend, Ruth 2",3464
1929,"Schelling, Ernest",NYP,"Newark, NJ",MOS,Y,1930-04-04,1,Audience,3465
1915,"Stransky, Josef",NYP,"Lindsborg, KS",BET,T,1916-04-23,1,"Townsend, Ruth 2",3466
1929,"Schelling, Ernest",NYP,"Newark, NJ",MOS,Y,1930-04-12,1,Audience,3468
1876,"Damrosch, Leopold",NYP,"Manhattan, NY",AOM,SUB,1876-12-09,1,"Bischoff, H. A. 3",3469
1915,"Stransky, Josef",NYP,"Hutchinson, KS",UNK,T,1916-04-24,1,"Cochrane, Eleanore",3470
1915,"Stransky, Josef",NYP,"Hutchinson, KS",UNK,T,1916-04-25,1,"Townsend, Ruth 2",3471
1929,"Schelling, Ernest",NYP,"Newark, NJ",MOS,Y,1930-04-17,1,Audience,3472
1935,"Klemperer, Otto",NYP,"Manhattan, NY",CH,PCS,1935-10-12,2,No Soloist,3473
1854,"Timm, Henry C.",NYP,"Manhattan, NY",NG,SUB,1855-03-10,1,"Mayer, Philip 3",3474
1915,"Stransky, Josef 2",NYP,"Hutchinson, KS",UNK,T,1916-04-25,1,"Yaggy, Edward 5",3475
1972,"Thomas, Michael Tilson",MUS,"Manhattan, NY",LOE,PRO,1972-11-03,1,"Gottlieb, Gordon 33",3477
1935,"Klemperer, Otto",NYP,"Manhattan, NY",CH,PCS,1935-10-26,2,None,3478
1915,"Stransky, Josef",NYP,"Oklahoma City, OK",UNK,T,1916-04-26,1,"Pilzer, Maximilian",3479
1964,None,PRE,"Manhattan, NY",PH,F,1965-07-19,1,"Tourel, Jennie 6",3480
1923,"Hoogstraten, Willem van",NYP,"Manhattan, NY",CH,SUB,1923-11-28,2,"Nikisch, Mitja",3481
1915,"Stransky, Josef",NYP,"Shawnee, OK",UNK,T,1916-04-27,1,"Cochrane, Eleanore 2",3482
1964,None,MEM,"Manhattan, NY",PH,F,1965-07-20,1,"Francescatti, Zino 6",3483
1914,"Stransky, Josef",NYP,"Boston, MA",SYM,T,1914-11-01,1,"Zimbalist, Efrem",3484
1915,"Stransky, Josef",NYP,"Ardmore, OK",HSA,T,1916-04-28,1,"Townsend, Ruth 2",3485
1964,"Dufallo, Richard (John)",PRE,"Manhattan, NY",PH,F,1965-07-23,1,"Group for Contemporary Music, The",3486
1915,"Stransky, Josef",NYP,"Ardmore, OK",HSA,T,1916-04-28,1,"Cochrane, Eleanore 2",3487
1914,"Stransky, Josef",NYP,"Springfield, MA",MUN,T,1914-11-02,1,"Schulz, Leo",3488
1982,"Shostakovich, Maxim",NYP,"Manhattan, NY",AFH,SUB,1982-10-07,4,"Dicterow, Glenn",3489
1964,"Kirchner, Leon",NYP,"Manhattan, NY",PH,F,1965-07-26,1,Chamber Ensemble-Marlboro Music Festival,3490
1982,"Sinopoli, Giuseppe",NYP,"Manhattan, NY",AFH,SUB,1982-10-14,3,None,3491
1915,"Stransky, Josef",NYP,"Denton, TX",COL,T,1916-04-29,1,"Cochrane, Eleanore 3",3492
1914,"Stransky, Josef",NYP,"Troy, NY",MUS,T,1914-11-04,1,"Schulz, Leo 2",3493
1982,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1982-10-21,2,"Milstein, Nathan",3494
1915,"Stransky, Josef",NYP,"Ft. Worth, TX",COL,T,1916-04-29,1,"Cochrane, Eleanore 3",3495
1914,"Stransky, Josef",NYP,"Watertown, NY",COH,T,1914-11-05,1,"Schulz, Leo",3496
1894,"Seidl, Anton",NYP,"Manhattan, NY",CH,SUB,1894-11-16,2,"Ysaye, Eugène",3497
1872,"Bergmann, Carl",NYP,"Manhattan, NY",AOM,SUB,1873-02-15,1,"Speigler, Carl 2",3498
1915,"Stransky, Josef",NYP,"Dallas, TX",COL,T,1916-04-30,1,"Townsend, Ruth 2",3499
1982,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,SUB,1982-10-22,1,"Munroe, Lorne",3500
1914,"Stransky, Josef",NYP,"Holyoke, MA",CIT,T,1914-11-06,1,"Schulz, Leo",3501
1967,"Kostelanetz, Andre",NYP,"Manhattan, NY",PH,R,1968-05-29,4,"Sills, Beverly",3502
1914,"Stransky, Josef",NYP,"Baltimore, MD",LYR,T,1914-11-23,1,"Gadski, Johanna",3503
1982,"Mehta, Zubin",NYP,"Manhattan, NY",UNG,SUB,1982-10-24,1,"Zukerman, Pinchas",3504
1982,"Nelson, John",NYP,"Manhattan, NY",AFH,SUB,1982-10-27,4,"Harrell, Lynn",3505
1915,"Stransky, Josef",NYP,"Boston, MA",SYM,T,1915-11-07,1,"Bauer, Harold",3506
1911,"Stransky, Josef",NYP,"Brooklyn, NY",BAM,SUB,1912-03-03,1,"Alda, Frances",3507
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-18,1,"Jacobsen, Sascha",3508
1911,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1912-03-07,2,"Schulz, Leo 2",3509
1919,"Stransky, Josef",NYP,"Princeton, NJ",ALE,SUB,1920-01-20,1,"Schulz, Leo",3510
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-22,1,None,3511
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",MOH,SUB,1929-12-01,1,None,3512
1911,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1912-03-10,1,"Alda, Frances",3513
1974,"Kostelanetz, Andre",NYP,"Manhattan, NY",AFH,SUB,1974-12-05,1,"Anievas, Agustin",3514
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-05,2,"Iturbi, Jose",3515
1911,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1912-03-14,2,"Liebling, Max",3516
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-23,1,None,3517
1974,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,SUB,1974-12-06,3,"Wuorinen, Charles",3518
1952,"Stravinsky, Igor",NYP,"Manhattan, NY",CH,SUB,1953-03-01,1,None,3519
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,PCS,1929-12-07,1,"Ballon, Ellen",3520
1890,"Thomas, Theodore",NYP,"Manhattan, NY",MOH,SUB,1891-01-10,1,"Urso, Camilla",3521
1919,"Stransky, Josef",NYP,"Brooklyn, NY",COM,SUB,1920-01-24,1,None,3522
1911,"Stransky, Josef",NYP,"Brooklyn, NY",BAM,SUB,1912-03-17,1,"Kubelik, Jan",3523
1974,"Boulez, Pierre",NYP,"Manhattan, NY",AFH,SUB,1974-12-12,3,"Laredo, Ruth",3524
1952,"Walter, Bruno",NYP,"Manhattan, NY",CH,PFB,1953-03-02,1,"Yeend, Frances 5",3525
1864,"Eisfeld, Theodore",NYP,"Manhattan, NY",AOM,SUB,1865-04-29,1,"Perring, J. Ernst 3",3526
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-08,1,"Iturbi, Jose",3527
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-25,1,"Novaes, Guiomar",3528
1934,"Lange, Hans",NYP,"Manhattan, NY",CH,SUB,1934-11-01,2,None,3529
1974,"Boulez, Pierre",NYP,"Manhattan, NY",AFH,SUB,1974-12-19,3,"Chapo, Eliot",3530
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-05,3,None,3531
1934,"Lange, Hans",NYP,"Manhattan, NY",CH,SUB,1934-11-04,1,None,3532
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-12,2,Schola Cantorum of NY 5,3533
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-29,1,"Novaes, Guiomar",3534
1983,"Skrowaczewski, Stanislaw",NYP,"Valhalla, NY",WES,P,1984-08-05,4,None,3535
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-08,1,None,3536
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1934-11-08,2,None,3537
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",MOH,SUB,1929-12-15,3,No Soloist,3538
1919,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1920-01-30,1,"Novaes, Guiomar",3539
1846,"Loder, George",NYP,"Manhattan, NY",APO,SUB,1846-11-21,1,"Timm, Henry C.",3540
1982,"Mehta, Zubin",NYP,"Manhattan, NY",AFH,Y,1982-09-25,2,"Allen, Gregory",3541
1983,"Skrowaczewski, Stanislaw",NYP,"Staten Island, NY",SNU,P,1984-08-07,1,None,3542
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-12,2,"Arrau, Claudio",3543
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-01,2,"Piatigorsky, Gregor",3544
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1934-11-11,1,"Webster, Beveridge",3545
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-19,2,None,3546
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1939-10-12,3,None,3547
1983,"Mehta, Zubin",NYP,"Manhattan, NY",CPG,P,1984-08-13,1,"Smith, Philip 2",3548
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-14,1,None,3549
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-03,1,"Piatigorsky, Gregor",3550
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1934-11-14,2,None,3551
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1939-10-19,2,None,3552
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-22,1,"Gabrilowitsch, Ossip",3553
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-15,1,"Arrau, Claudio",3554
1934,"Janssen, Werner",NYP,"Manhattan, NY",CH,SUB,1934-11-18,1,None,3556
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1939-10-22,1,"Traubel, Helen",3557
1929,"Mengelberg, Willem",NYP,"Manhattan, NY",CH,SUB,1929-12-26,2,"Piatigorsky, Gregor",3558
1952,"Cantelli, Guido",NYP,"Hartford, CT",BUS,RO,1953-03-17,1,None,3559
1951,"Mitropoulos, Dimitri",NYP,"Washington, DC",DAR,RO,1951-11-06,1,"Bachauer, Gina",3560
1934,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1934-11-22,2,None,3561
1945,"Szell, George",NYP,"Manhattan, NY",CH,SUB,1946-02-03,1,"Rosenker, Michael",3562
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1939-10-26,2,"Lhevinne, Rosina 2",3563
1970,"Ozawa, Seiji",NYP,"Manhattan, NY",PH,SUB,1971-02-04,4,"Ohlsson, Garrick",3564
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-19,3,"Anderson, Adolph 4",3565
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-08,2,"Bachauer, Gina",3566
1934,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1934-11-25,1,None,3567
1939,"Barbirolli , John",NYP,"Princeton, NJ",MCC,RO,1939-10-28,1,None,3568
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-07,2,"Serkin, Rudolf",3569
1970,"Ozawa, Seiji",NYP,"Manhattan, NY",PH,SUB,1971-02-11,4,"Gelber, Bruno Leonardo",3570
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-26,2,"Serkin, Rudolf",3571
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-11,1,"Bachauer, Gina",3572
1934,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1934-11-29,2,"Piastro, Mishel",3573
1882,"Thomas, Theodore",NYP,"Manhattan, NY",AOM,SUB,1883-03-10,1,"Remmertz, Franz",3574
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-10,1,"Serkin, Rudolf",3575
1939,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1939-10-29,1,"Lhevinne, Rosina 2",3576
1970,"Ozawa, Seiji",NYP,"Manhattan, NY",PH,SUB,1971-02-18,4,"Serkin, Peter",3577
1952,"Cantelli, Guido",NYP,"Manhattan, NY",CH,SUB,1953-03-29,1,"Serkin, Rudolf",3578
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-15,2,"Dow, Dorothy 2",3579
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-14,2,"Corigliano, John, Sr. 2",3580
1939,"Barbirolli , John",NYP,"Hartford, CT",BUS,RO,1939-10-31,1,None,3581
1918,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1918-11-13,1,"Schulz, Leo 2",3582
1970,"Stockhausen, Karlheinz",NYP,"Manhattan, NY",PH,SUB,1971-02-25,1,Group Stockhausen,3583
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-18,1,"Dow, Dorothy 2",3584
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-17,1,"Meiszner, Louise 2",3585
1918,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1918-11-14,2,New Choral Society of New York,3586
1970,"Bender, Philippe 3",NYP,"Manhattan, NY",PH,SUB,1971-02-27,1,None,3587
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-22,2,"Serkin, Rudolf",3588
1918,"Stransky, Josef",NYP,"Brooklyn, NY",BAM,SUB,1918-11-17,1,"Bauer, Harold",3589
1945,"Rodzinski, Artur 2",NYP,"Manhattan, NY",CH,SUB,1946-02-21,2,"Brailowsky, Alexander",3590
1974,"Thomas, Michael Tilson",NYP,"Manhattan, NY",AFH,Y,1974-11-23,2,"Park, Mi-Ryo 3",3591
1967,"Bernstein, Leonard",NYP,"Ghent, BELGIUM",KON,T,1968-08-24,1,"Singer, Joseph",3592
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-24,1,"Casadesus, Jean",3593
1947,"Munch, Charles",NYP,"Manhattan, NY",CH,SUB,1948-01-01,3,Westminster Choir 8,3594
1923,"Hoogstraten, Willem van",NYP,"Manhattan, NY",CH,SUB,1923-10-25,2,None,3595
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-24,1,"Brailowsky, Alexander",3596
1918,"Stransky, Josef",NYP,"New Haven, CT",WOO,RO,1918-11-19,1,"Rosen, Max",3597
1974,"Leinsdorf, Erich",NYP,"Manhattan, NY",AFH,PCS,1974-11-25,1,None,3598
1967,"Bernstein, Leonard",NYP,"Brussels, BELGIUM",PAL,T,1968-08-25,1,None,3599
1952,"Autori, Franco",NYP,"Richmond Hill, NY",RHS,Y,1953-02-11,1,None,3600
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-25,1,"Serkin, Rudolf",3601
1947,"Munch, Charles",NYP,"Manhattan, NY",CH,SUB,1948-01-08,2,"Rose, Leonard",3602
1945,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1946-02-28,2,"Schnabel, Artur",3603
1918,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1918-11-21,2,"Vidas, Raoul",3604
1967,"Bernstein, Leonard",NYP,"Luzerne, SWITZERLAND",KKL,T,1968-08-27,1,None,3605
1989,None,NYE,"Manhattan, NY",MRK,C,1990-04-01,1,"Robinson, Joseph 17",3606
1952,"Buketoff, Igor",NYP,"Manhattan, NY",CH,Y,1953-02-14,1,"Mellman, Leah",3607
1951,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1951-11-29,2,"Rabin, Michael",3608
1947,"Munch, Charles",NYP,"Manhattan, NY",CH,SUB,1948-01-11,1,None,3609
1918,"Stransky, Josef",NYP,"Manhattan, NY",CH,SUB,1918-11-24,1,"Bauer, Harold",3610
