season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
2015,"Dutoit, Charles",NYP,"Manhattan, NY",DGH,SUB,2016-02-03,1,"Wang, Yuja",13622
2015,"Gersen, Joshua",MUS,"Brooklyn, NY",NSD,NME,2016-02-01,1,"Salonen, Esa-Pekka 16",13623
1940,"Dixon, Dean",STA,"Manhattan, NY",LEW,Stadium Concert,1941-08-10,1,None,13631
2015,"Wilkins, Thomas",NYP,"Manhattan, NY",DGH,SUB,2015-10-14,1,"Owens, Eric 6",13658
2015,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,NS,2015-10-16,1,"Pollini, Maurizio",13659
2015,"Ridder, Andre [André] de",NYP,"Manhattan, NY",MET,NME,2015-11-06,2,"Gomez, Esteli",13660
2014,"Gilbert, Alan",NYP,"Manhattan, NY",CPG,P,2015-06-17,1,"Bell, Joshua",13661
1933,"Lange, Hans",MUS,"Manhattan, NY",WAL,C,1934-04-30,1,"Piastro, Mishel 5",13662
2008,None,MEM,"Manhattan, NY",STR,PAT,2009-06-08,1,"Alessi, Joseph 17",13663
2010,None,MEM,"Manhattan, NY",RAC,PAT,2011-06-21,1,"Brey, Carter 2",13664
2012,None,MUS,"Manhattan, NY",DBL,PAT,2012-12-04,1,"Alessi, Joseph 2",13665
2012,None,PRE,"Manhattan, NY",STR,PAT,2013-06-17,1,"Ax, Emanuel",13666
2012,None,MUS,"Manhattan, NY",RAC,PAT,2013-06-25,1,"Kudo, Sumire 2",13667
2012,None,MEM,"Manhattan, NY",HHH,PAT,2013-06-12,1,"Staples, Sheryl 3",13668
2011,None,MUS,"Manhattan, NY",KAP,MC,2012-06-12,1,"Kim, Michelle 5",13669
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-10-09,2,"Gebhard, Heinrich",13670
2014,"Gilbert, Alan",NYP,"Manhattan, NY",AFH,SUB,2015-01-17,1,"Meade, Angela 5",13671
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-10-23,2,"Thibaud, Jacques",13672
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-11-05,2,None,13673
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-11-25,2,"Bauer, Harold",13674
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-12-09,2,None,13675
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-12-26,2,"Rachmaninoff, Sergei",13676
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-01-27,2,None,13677
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-02-24,2,"Novaes, Guiomar",13678
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-03-30,2,"Godowsky, Leopold",13679
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-04-14,2,"Kreisler, Fritz",13680
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-10-08,2,"Gabrilowitsch, Ossip",13681
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-10-17,2,"Macmillen, Francis",13682
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-10-24,2,"Mero, Yolanda",13683
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-10-31,2,"Locus, Matilda",13684
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-11-05,2,"Bailly, Louis",13685
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-11-16,2,"Kreisler, Fritz",13686
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-11-23,2,"Zimbalist, Efrem",13687
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-12-07,2,"Spalding, Albert",13688
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-12-17,2,"Samaroff, Olga 2",13689
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-12-25,2,"Moiseiwitsch, Benno",13690
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-12-28,2,"Kreisler, Fritz",13691
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-01-11,2,None,13692
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-01-13,2,"Schmuller, Alexander",13693
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-01-20,2,"Levitzki, Mischa",13694
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-01-25,2,"Friedman, Ignaz",13695
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-08,2,"Engell, Birgit",13696
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-12,2,"Novaes, Guiomar",13697
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-21,2,"Rubinstein, Artur 2",13698
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-24,2,"Mirovitsch, Alfred",13699
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-01,2,"Godowsky, Leopold",13700
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-07,2,"Guidi, Scipione 3",13701
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-22,2,"Chemet, Renée",13702
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-16,2,"Glass, Julia",13703
1920,"Dohnanyi, Erno von",NNS,"Manhattan, NY",CH,SUB,1921-04-23,2,"Dohnanyi, Erno von",13704
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-29,2,"Piastro, Mishel",13705
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-01,2,None,13706
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-27,1,None,13707
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-06,1,None,13708
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-13,1,"Rachmaninoff, Sergei",13709
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-25,1,None,13710
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-24,1,"Rosen, Max",13711
2014,"Yu, Long",NYP,"Manhattan, NY",AFH,SUB,2015-01-23,1,"Vengerov, Maxim",13712
1935,"Ross, Hugh",NYP,"Manhattan, NY",CH,S,1936-02-04,1,"Gauthier, Eva 6",13713
1937,"Adler, F. Charles",MEM,"Saratoga Springs, NY",SPT,S,1937-09-16,1,"Josten, Werner",13714
2004,None,PRE,"Manhattan, NY",ETH,LEI,2004-12-01,1,"Geffen, Jeremy 2",13715
2005,None,PRE,"Manhattan, NY",WRF,LEC,2005-09-28,1,"Bornstein, Charles Zachary",13716
2005,None,PRE,"Manhattan, NY",WRF,LEI,2006-01-24,1,"Zaslaw, Neal",13717
2005,None,PRE,"Manhattan, NY",WRF,INS,2006-02-08,1,"Bornstein, Charles Zachary",13718
2006,None,PRE,"Manhattan, NY",WRF,INS,2007-01-08,1,"Fogel, Henry 3",13719
2006,None,PRE,"Manhattan, NY",WRF,LEI,2007-02-19,1,"Tarnopolsky, Matías 2",13720
2006,None,PRE,"Manhattan, NY",WRF,INS,2007-04-09,1,"Bornstein, Charles Zachary",13721
2006,None,PRE,"Manhattan, NY",HHH,LEC,2007-06-06,1,"Rence, Dorian 5",13722
2007,None,PRE,"Manhattan, NY",WRF,LEI,2008-10-20,1,"Wiprud, Theodore 2",13723
2007,None,PRE,"Manhattan, NY",WRF,LEI,2007-10-15,1,"Tarnopolsky, Matías 2",13724
2007,None,PRE,"Manhattan, NY",GWL,INS,2007-12-09,1,"Tarnopolsky, Matías 3",13725
2007,None,PRE,"Manhattan, NY",WRF,INS,2008-05-28,1,"Bornstein, Charles Zachary",13726
2008,None,PRE,"Manhattan, NY",PEL,LEC,2008-11-10,1,"Pellicci, Paul 3",13727
2008,None,PRE,"Manhattan, NY",KAP,INS,2008-12-07,1,"Kelly, Thomas Forrest 14",13728
2008,None,PRE,"Manhattan, NY",WRF,INS,2009-02-02,1,"Keller, James M. 11",13729
2008,None,PRE,"Manhattan, NY",KAP,INS,2009-06-02,1,"Keller, James M. 2",13730
2014,"Gilbert, Alan",NYP,"Queens, NY",CUN,P,2015-06-22,1,"Bullock, Julia 2",13731
2009,None,PRE,"Manhattan, NY",KAP,INS,2009-11-02,1,"Hampson, Thomas",13732
2014,"Robertson, David",NYP,"Manhattan, NY",AFH,SUB,2015-01-29,1,"Ax, Emanuel",13733
2009,None,PRE,"Manhattan, NY",WRF,LEI,2010-01-11,1,"Wiprud, Theodore 3",13734
2009,None,PRE,"Manhattan, NY",KAP,INS,2010-04-05,1,"Hampson, Thomas 2",13735
2009,None,PRE,"Manhattan, NY",KAP,INS,2010-05-11,1,"Gilbert, Alan 3",13736
2010,None,PRE,"Manhattan, NY",WRF,INS,2010-11-29,1,"Drucker, Stanley 4",13737
2010,None,PRE,"Manhattan, NY",KAP,INS,2011-01-05,1,"Hampson, Thomas 2",13738
2010,None,PRE,"Manhattan, NY",KAP,INS,2011-03-30,1,"Barrett, Michael 3",13739
2010,None,PRE,"Manhattan, NY",MOR,INS,2011-06-14,1,"Fitch, Douglas 4",13740
2011,None,PRE,"Manhattan, NY",IT,INS,2012-03-27,1,"Zimmermann, Frank Peter 2",13741
2012,None,PRE,"Manhattan, NY",KAP,INS,2013-02-20,1,"Chapin, Theodore S. 5",13742
2012,None,PRE,"Manhattan, NY",IT,INS,2013-03-11,1,"Kenyon, Nicholas 6",13743
2012,None,PRE,"Manhattan, NY",IT,INS,2013-04-16,1,"Rouse, Christopher 6",13744
2012,None,PRE,"Manhattan, NY",MFC,INS,2013-06-05,1,"Sachs, Harvey 2",13745
2014,"Robertson, David",NYP,"Manhattan, NY",AFH,SUB,2015-01-30,1,"Ax, Emanuel",13746
2013,None,PRE,"Manhattan, NY",DRA,INS,2014-06-02,1,"Gilbert, Alan 4",13747
2013,None,PRE,"Manhattan, NY",DRA,INS,2014-06-04,1,"Rouse, Christopher 6",13748
2013,None,PRE,"Manhattan, NY",EMP,C,2013-10-07,1,"Jones, Russell 4",13749
2014,"Robertson, David",NYP,"Manhattan, NY",AFH,SUB,2015-01-31,1,"Ax, Emanuel",13750
1924,"Damrosch, Walter",SSO,"Washington, DC",POL,RO,1924-12-09,1,"Kochanski, Paul 2",13751
1924,"Damrosch, Walter",SSO,"Washington, DC",undefined,RO,1925-01-13,1,"Morena, Berta",13752
1924,"Damrosch, Walter",SSO,"Washington, DC",undefined,T,1925-02-17,1,None,13753
1891,"Damrosch, Walter",SSO,"Boston, MA",MUS,T,1891-12-09,1,"Paderewski, Ignace Jan",13754
1892,"Damrosch, Walter",SSO,"Manhattan, NY",CH,SUB,1893-02-21,1,"Vere, Clementine de 12",13755
1892,"Damrosch, Walter",SSO,"Manhattan, NY",CH,SUB,1893-02-23,1,"Blauvelt, Lillian Evans 7",13756
1892,"Damrosch, Walter",SSO,"Manhattan, NY",CH,SUB,1893-02-25,1,"Vere, Clementine de 10",13757
1906,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1907-02-09,1,None,13758
1999,None,PRE,"Manhattan, NY",AFH,LEI,1999-10-21,1,"Bailey, Robert",13759
1997,None,PRE,"Manhattan, NY",AFH,LEI,1998-04-16,1,"Haws, Barbara 5",13760
2010,None,MUS,"Manhattan, NY",MRK,VY,2011-01-23,2,"Yamada, Sharon 9",13761
2010,None,MUS,"Manhattan, NY",MRK,VY,2011-04-17,2,"McDermott, Kerry 9",13762
2010,None,MUS,"Zurich, SWITZERLAND",VOL,TC,2011-05-11,1,"Dicterow, Glenn 5",13763
2010,None,MUS,"Manhattan, NY",KAP,PAT,2010-10-05,1,"Kim, Michelle 3",13764
2000,None,MUS,"Buenos Aires, ARGENTINA",MNA,TC,2001-06-28,1,"Church, Sandra 5",13765
2000,None,MUS,"Manhattan, NY",CH,S,2000-09-24,1,"Webb-Sortomme, Carol 26",13766
2014,"Lewis, Courtney",NYP,"Manhattan, NY",AFH,Young People's Concerts for Schools,2015-03-05,1,"Price, Christine 8",13767
2014,"Lewis, Courtney",NYP,"Manhattan, NY",AFH,Young People's Concerts for Schools,2015-03-05,1,"Price, Christine 8",13768
2014,"Lewis, Courtney",NYP,"Manhattan, NY",AFH,Young People's Concerts for Schools,2015-03-06,1,"Price, Christine 8",13769
2014,"Lewis, Courtney",NYP,"Manhattan, NY",AFH,Young People's Concerts for Schools,2015-03-06,1,"Price, Christine 8",13770
1921,"Finn, William",MUS,"Manhattan, NY",CH,S,1922-02-13,1,"Wolcott, Anne 10",13771
1917,"Stransky, Josef",NYP,"Springfield, MA",MUN,T,1918-01-30,1,"Fischer, Adelaide",13772
1917,"Stransky, Josef",NYP,"Middletown, CT",MID,T,1918-01-29,1,"Fischer, Adelaide",13773
1917,"Stransky, Josef",NYP,"Hartford, CT",FOO,T,1918-01-28,1,"Fischer, Adelaide",13774
1917,"Stransky, Josef",NYP,"Delaware, OH",OWU,T,1917-12-17,1,"Siegel, Louis",13775
1914,"Stransky, Josef",NYP,"Manhattan, NY",CH,NS,1915-01-27,1,"Schnitzer, Germaine 2",13776
1907,"Reyl, Emil",NYP,"Manhattan, NY",CH,SUB,1908-02-16,1,Catholic Oratorio Society 5,13777
1922,"Hoogstraten, Willem van",NYP,"Manhattan, NY",LEW,S,1923-08-10,1,"Case, Anna",13778
2007,None,MUS,"Manhattan, NY",HHH,Musicians' Lounge,2007-11-06,1,"Haws, Barbara 4",13779
1919,"Rothwell, Walter Henry",NNS,"Manhattan, NY",LEW,Stadium Concert,1920-08-02,1,"Pascova, Carmen 2",13780
1919,"Rothwell, Walter Henry",NNS,"Manhattan, NY",LEW,Stadium Concert,1920-08-03,1,"Ray, Ruth 2",13781
1919,"Rothwell, Walter Henry",NNS,"Manhattan, NY",LEW,Stadium Concert,1920-08-04,1,"Beale, Kitty 2",13782
1897,"Bimboni, Alberto",SSO,"Manhattan, NY",MOH,S,1898-01-24,1,"Melba, Nellie 8",13783
1983,"Mehta, Zubin",MUS,"Manhattan, NY",AFH,S,1983-10-24,1,"Battle, Kathleen 4",13784
2014,"Oramo, Sakari",NYP,"Manhattan, NY",AFH,SUB,2015-02-26,1,"Zimmermann, Frank Peter",13785
2014,"Oramo, Sakari",NYP,"Manhattan, NY",AFH,SUB,2015-02-28,1,"Zimmermann, Frank Peter",13786
1938,"Barbirolli , John",MEM,"Brooklyn, NY",BAM,C,1938-11-07,1,"Feuermann, Emanuel",13787
1982,"Newland, Larry",MUS,"Manhattan, NY",JJT,S,1983-05-16,1,"Schiff, András 8",13788
1919,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1920-01-31,1,"Kreisler, Fritz 2",13789
1903,"Damrosch, Walter",SSO,"Indianapolis, IN",TOM,T,1904-04-28,1,Indianapolis Musikverein 8,13790
1919,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1919-11-15,1,"Gabrilowitsch, Ossip",13791
1903,"Damrosch, Walter",SSO,"St. Paul, MN",PEO,T,1904-04-12,1,"Mannes, David 6",13792
1903,"Damrosch, Walter",SSO,"Kansas City, MO",ODE,T,1904-04-17,1,"Harmon, Bertha 10",13793
1903,"Damrosch, Walter",SSO,"Minneapolis, MN",UAH,T,1904-04-13,1,"Mannes, David 6",13794
1903,"Damrosch, Walter",SSO,"Des Moines, IA",DRA,T,1904-04-14,1,None,13795
1903,"Damrosch, Walter",SSO,"Buffalo, NY",TEC,T,1904-04-06,1,None,13796
1903,"Damrosch, Walter",SSO,"Omaha, NE",BOY,T,1904-04-11,1,"Mannes, David 9",13797
1903,"Damrosch, Walter",SSO,"Wichita, KS",TOL,T,1904-04-18,1,None,13798
1903,"Damrosch, Walter",SSO,"Washington, DC",NAT,T,1904-05-08,1,"Mannes, David",13799
1903,"Damrosch, Walter",SSO,"Oklahoma City, OK",NOH,T,1904-04-19,1,None,13800
1903,"Damrosch, Walter",SSO,"Grand Rapids, MI",AUD,T,1904-05-02,1,"Archambault, Francis 9",13801
1903,"Damrosch, Walter",SSO,"Louisville, KY",AUD,T,1904-04-27,1,"Mannes, David 9",13802
1903,"Damrosch, Walter",SSO,"Toronto, CANADA",MAS,T,1904-04-05,1,"Archambault, Francis 4",13803
1903,"Damrosch, Walter",SSO,"Peoria, IL",COL,T,1904-04-08,1,"Beddoe, Dan F. 2",13804
1920,"Stransky, Josef 2",NYP,"Minneapolis, MN",AUD,T,1921-05-15,1,None,13805
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-01,1,"Gadski, Johanna 6",13806
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-06,1,"Sucher, Rosa 7",13807
1895,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1896-03-06,1,"Gadski, Johanna 6",13808
1895,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1896-03-12,1,"Ternina, Milka 8",13809
1895,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1896-03-13,1,"Fischer, Emil 9",13810
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-11,1,"Brema, Marie 6",13811
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-13,1,"Sucher, Rosa 8",13812
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-15,1,"Sucher, Rosa 8",13813
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-22,1,"Gadski, Johanna 11",13814
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-23,1,"Sucher, Rosa 7",13815
1894,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1895-03-28,1,"Brema, Marie 6",13816
1897,"Damrosch, Frank",SSO,"Manhattan, NY",MOH,SUB,1898-01-15,1,"Juch, Emma 5",13817
1895,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1896-03-27,1,"Alvary, Max 9",13818
1896,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1897-03-15,1,"Nordica, Lillian 6",13819
1896,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1897-03-17,1,"Kalisch, Paul 7",13820
1896,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1897-03-08,1,"Kraus, Ernst 7",13821
1934,"Hrdliczka, Gertrud",MUS,"Manhattan, NY",TH,S,1935-03-12,1,None,13822
1967,"Rudel, Julius",NYP,"Bronx, NY",NYB,P,1968-08-16,1,"Brooks, Patricia 4",13823
1964,"Steinberg, William",NYP,"Queens, NY",CRO,P,1965-08-13,1,"Lee, Ella 5",13824
1916,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1916-12-02,1,"Salzedo, Carlos",13825
1903,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1904-01-09,1,"Bispham, David Scull",13826
1905,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1906-02-10,1,"Gilibert, Charles 2",13827
1906,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1907-01-19,1,"Gilmore, Mabel 5",13828
1908,"Damrosch, Walter",SSO,"Manhattan, NY",CH,SUB,1909-03-30,1,"Elwes, Gervase",13829
1918,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1919-01-04,1,"Bressler-Bailly, Marie",13830
1918,"Damrosch, Walter",SSO,"Manhattan, NY",CH,SUB,1918-11-16,1,"Garrison, Mabel",13831
1918,"Damrosch, Walter 2",SSO,"Manhattan, NY",CH,Y,1918-12-14,1,Paulist Choir 2,13832
1916,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1916-12-16,1,St. John the Divine Chorus,13833
1917,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1917-11-10,1,None,13834
1914,"Damrosch, Walter",SSO,"Manhattan, NY",NWT,PFB,1912-04-09,1,"Gadski, Johanna",13835
1912,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1913-03-15,1,"Duryea, Oscar",13836
1970,"Foss, Lukas",MUS,"Manhattan, NY",PH,S,1970-10-28,1,"Carwithen, Robert J. 6",13837
1912,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1913-02-08,1,"Saslavsky, Alexander",13838
1912,"Damrosch, Walter",SSO,"Manhattan, NY",CH,Y,1913-03-01,1,None,13839
1908,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1909-01-30,1,"Gabrilowitsch, Ossip",13840
1908,"Damrosch, Walter",SSO,"Manhattan, NY",CH,PFB,1909-04-04,1,"Nordica, Lillian",13841
1907,"Damrosch, Frank",SSO,"Manhattan, NY",CH,Y,1908-02-08,1,"Kreisler, Fritz 3",13842
1905,"Weingartner, Felix",SSO,"Brooklyn, NY",BIA,NS,1906-02-08,1,"Mannes, David",13843
1916,"Gabrilowitsch, Ossip",SSO,"Manhattan, NY",AEO,NS,1917-04-15,1,"Casals, Pablo",13844
1917,"Hall, Walter Henry",MUS,"Manhattan, NY",CH,S,1918-05-03,1,"Muzio, Claudia 5",13845
2015,None,NYE,"Manhattan, NY",MRK,C,2015-10-25,1,"Duncan, Tyler 20",13846
2014,None,MUS,"Paris, FRANCE",RUS,TC,2015-04-24,1,"Staples, Sheryl 5",13847
2015,None,NYE,"Manhattan, NY",MRK,C,2015-12-06,1,"Son, Yoobin 14",13848
2014,None,MUS,"Cologne, GERMANY",WAL,TC,2015-04-29,1,"Staples, Sheryl 5",13849
2015,None,NYE,"Manhattan, NY",MRK,C,2016-01-17,1,"Oh, Joo Young 13",13850
2015,"Milarsky, Jeffrey",MUS,"Brooklyn, NY",NSD,NME,2015-11-16,1,"Son, Yoobin 12",13854
2015,None,MUS,"Manhattan, NY",92Y,C,2015-11-22,1,"Staples, Sheryl 5",13855
2015,None,MUS,"Manhattan, NY",MRK,VY,2015-11-08,3,"Kaufman, Mindy 9",13857
2014,None,PRE,"Manhattan, NY",ALI,C,2015-03-30,1,"Batiashvili, Lisa 2",13865
2014,None,NYP,"Manhattan, NY",MRK,VY,2015-03-22,3,"Deane, Richard 7",13866
2014,None,MUS,"Shanghai, CHINA",undefined,TP,2014-09-04,1,"Staples, Sheryl 5",13867
2014,None,NYP,"Manhattan, NY",MRK,VY,2015-02-08,3,"Martinez [Martínez] Forteza, Pascual",13868
2014,None,MUS,"Staten Island, NY",SNU,FIC,2015-06-24,1,"Ziskel, Yulia 10",13869
1939,"Smallens, Alexander 3",NYP,"Manhattan, NY",CH,NS,1939-10-05,1,"Spalding, Albert",13870
2015,None,MUS,"Manhattan, NY",MOR,PAT,2016-01-10,1,"Teplitsky, Mark 15",13899
2016,"Salonen, Esa-Pekka",NYP,"Manhattan, NY",DGH,SUB,2017-04-27,2,"Watkins, Richard 4",13923
2016,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,SUB,2017-05-03,5,"Ebert, Gabriel 6",13924
2016,"Hrusa [Hruša], Jakub",NYP,"Manhattan, NY",DGH,SUB,2017-05-25,3,"Hadelich, Augustin",13925
2016,"Salonen, Esa-Pekka",NYP,"Greenvale, NY",TIL,RO,2017-04-28,1,"Watkins, Richard 4",13926
2016,"Gersen, Joshua",NYP,"Manhattan, NY",DGH,NS,2017-05-11,1,"Symphony Singers, The",13927
2016,"Newman, David",NYP,"Manhattan, NY",DGH,NS,2017-05-12,3,None,13928
2016,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,SUB,2017-05-19,1,"Kavakos, Leonidas 3",13929
2016,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,SMC,2017-05-20,1,"Kavakos, Leonidas 6",13930
2016,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,SUB,2017-06-01,3,"Owens, Eric 16",13931
2016,"Gilbert, Alan",NYP,"Manhattan, NY",DGH,SUB,2017-06-08,1,"Ma, Yo-Yo 10",13932
2015,"Gersen, Joshua",NYP,"Manhattan, NY",DGH,Young People's Concerts for Schools,2016-01-20,1,"Hiltunen, Tuomas 3",13934
2016,"Gilbert, Alan",NYP,"Vail, CO",GRF,T,2017-07-27,1,None,13935
2016,"Tovey, Bramwell",NYP,"Vail, CO",GRF,T,2017-07-21,1,"Bridges, J'Nai",13936
2016,"Gilbert, Alan",NYP,"Vail, CO",GRF,T,2017-07-23,1,"Trifonov, Daniil",13937
2016,"Gilbert, Alan 2",NYP,"Vail, CO",GRF,T,2017-07-22,1,"Huang, Frank",13938
2016,"Gilbert, Alan",NYP,"Vail, CO",GRF,T,2017-07-26,1,"McDermott, Anne-Marie",13939
2016,"Gilbert, Alan",NYP,"Vail, CO",GRF,T,2017-07-28,1,"Barnatan, Inon 6",13941
2016,"Gilbert, Alan 2",NYP,"Santa Barbara, CA",SBC,T,2017-07-31,1,Music Academy of the West Orchestra,13942
2016,"Lewis, Courtney",NYP,"Manhattan, NY",DGH,SMC,2017-04-22,1,New York Philharmonic Principal Brass Quintet,13944
2016,"Gilbert, Alan",NYP,"Manhattan, NY",SJD,SJD,2017-05-29,1,"Fang, Ying",13945
2015,"Macelaru, Cristian",NYP,"Manhattan, NY",DGH,SUB,2015-11-12,2,"Trifonov, Daniil",13947
1918,"Varese [Varèse], Edgard",NNS,"Manhattan, NY",CH,SUB,1919-04-11,2,"Cadorin, Erna",13948
1918,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1919-05-01,2,None,13949
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-01-13,1,"Alda, Frances 2",13950
1919,"Schindler, Kurt",NNS,"Manhattan, NY",CH,SUB,1920-01-21,1,"Garrison, Mabel 7",13951
1919,"Foch, Dirk",NNS,"Manhattan, NY",CH,SUB,1920-04-21,1,None,13952
1919,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1920-05-05,1,"Vosari, Adeline 6",13953
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-07,1,"Mero, Yolanda",13954
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-17,1,"Tas, Helen Teschner",13955
2015,"Macelaru, Cristian",NYP,"Manhattan, NY",DGH,SUB,2015-11-13,1,"Trifonov, Daniil",13956
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-02-20,1,None,13957
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-15,1,"Guidi, Scipione 2",13958
1920,"Mengelberg, Willem",NNS,"Manhattan, NY",CH,SUB,1921-03-20,1,"Schmuller, Alexander",13959
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-03-28,2,None,13960
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-01,2,"Ganz, Rudolph",13961
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-03,1,None,13962
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-10,2,"Dohnanyi, Erno von",13963
1920,"Bodanzky, Artur",NNS,"Manhattan, NY",CH,SUB,1921-04-13,1,"Macmillen, Francis",13964
1996,"Jarvi [Järvi], Neeme",MUS,"Camden, NJ",BSC,S,1996-11-10,1,"Philadelphia Orchestra, Members Of",13965
